schoolid,lon,lat,population,compareMedian
010237000897,-88.1488499999999959,30.6622109999999992,556,above
010237000901,-88.0846499999999963,30.7027709999999985,233,above
010237000904,-88.1084149999999937,31.1203150000000015,26,below
010237000918,-88.0842090000000013,30.6562780000000004,264,above
010237000938,-88.345634000000004,30.4803570000000015,826,below
010237000939,-88.0566239999999993,30.738859999999999,243,above
010237000946,-88.0854400000000055,30.6284710000000011,600,above
010237000954,-88.1432700000000011,30.726541000000001,437,above
010237000955,-88.290426999999994,30.7863159999999994,1467,below
010237000961,-88.1750739999999951,30.5525540000000007,780,below
010237000963,-88.1148670000000038,30.732088000000001,312,above
010237000990,-88.1837900000000019,30.6169110000000018,872,above
010237000992,-88.0455709999999954,30.6825100000000006,663,above
010237001435,-88.2582890000000049,30.6464379999999999,1516,below
010237001438,-88.2317879999999946,31.0608380000000004,417,below
010237002136,-88.0863700000000023,30.9566890000000008,192,below
010240000975,-87.3406229999999937,31.4316540000000018,213,below
010240000979,-87.1967510000000061,31.7331290000000017,56,above
010240000980,-87.5021320000000031,31.3023899999999991,180,below
010240000981,-87.485794999999996,31.7733199999999982,27,above
010240000983,-87.3281070000000028,31.5245469999999983,334,above
010243000993,-86.3083000000000027,32.3477490000000003,579,above
010243000995,-86.271452999999994,32.382635999999998,651,above
010243001010,-86.2237149999999986,32.0465870000000024,76,above
010243001016,-86.1026820000000015,32.3550030000000035,615,above
010243001017,-86.2455759999999998,32.3801410000000018,538,above
010243001034,-86.3715470000000067,32.175849999999997,19,below
010243001111,-86.348431000000005,32.3022899999999993,545,above
010243001524,-86.2521940000000029,32.2941199999999995,770,above
010243001563,-86.2186769999999996,32.3213379999999972,803,above
010243002152,-86.1346750000000014,32.3141609999999986,763,above
010248000574,-87.0936820000000012,34.415740999999997,309,below
010248001041,-86.6981179999999938,34.4744859999999989,133,below
010248001043,-86.7639599999999973,34.3338899999999967,132,below
010248001044,-86.9123230000000007,34.3663260000000008,190,below
010248001046,-86.6055099999999953,34.5331159999999997,104,below
010248001050,-86.8432350000000071,34.4487400000000008,86,below
010248001051,-86.6224210000000028,34.4726649999999992,146,below
010248001864,-87.0794879999999978,34.5853329999999986,299,below
010248001871,-86.8979779999999948,34.5274870000000007,341,below
010258000349,-85.3820670000000064,32.6572019999999981,1,below
010258001071,-85.3848189999999931,32.6598550000000003,890,above
010263501383,-85.8762349999999941,33.5965289999999968,653,below
010263501733,-85.8759289999999993,33.5986150000000023,298,below
010264001081,-85.6535619999999938,31.453126000000001,492,above
010265001541,-86.2857529999999997,33.5774869999999979,286,below
010265001570,-86.2955410000000001,33.5827839999999966,308,below
010265001883,-86.2662579999999934,33.5607960000000034,308,below
010267001577,-87.5159950000000038,32.4444170000000014,185,above
010267001734,-87.3366189999999989,32.6291259999999994,183,above
010270001090,-85.0214909999999975,32.4793670000000034,930,above
010270001092,-85.0014070000000004,32.4369099999999975,449,above
010273001099,-88.1556700000000006,33.1370149999999981,195,above
010273001102,-88.0151489999999939,33.3757030000000015,83,above
010273001103,-87.9067479999999932,33.3250060000000019,85,below
010273001104,-87.9067150000000055,33.324148000000001,181,below
010273001106,-88.0264800000000065,33.3759930000000011,41,above
010279001110,-85.838632000000004,31.8178620000000016,100,below
010279001112,-85.8179250000000025,31.7112189999999998,114,above
010279001113,-86.1016050000000064,31.7195670000000014,63,below
010279001114,-86.123706999999996,31.7235960000000006,167,below
010279001115,-85.8207730000000026,31.7322130000000016,50,above
010282001119,-85.4900080000000031,33.3110209999999967,135,below
010282001122,-85.2928699999999935,33.1538350000000008,55,below
010282001123,-85.5760970000000043,33.123541000000003,84,below
010282001124,-85.4961030000000051,33.3131860000000017,57,below
010282001125,-85.3935749999999985,33.3741899999999987,147,below
